timestamp,amplitude,width,cell_type,class_id
1.3078653932696633,3.9658699352059976,6.3474003893962685,RBC,1
0.35201760088004397,1.3472145208910926,4.515916771194952,Platelet,0
1.3388669433471674,5.735993132695981,8.39744172919865,RBC,1
0.1663083154157708,5.394224640738775,7.3518519212518285,RBC,1
1.6516825841292064,5.835058593273081,7.146631472504984,RBC,1
0.31251562578128905,9.035417319533739,14.668397842717669,WBC,2
1.8871943597179859,4.546275876369485,8.671070537051985,RBC,1
1.959397969898495,1.2646484802345936,3.8952328829034,Platelet,0
0.5286264313215661,4.157667444528563,9.18700952648132,RBC,1
1.6597829891494573,1.1741387918560733,3.4178593004365223,Platelet,0
0.019000950047502373,3.6106254220233414,7.089522496872208,RBC,1
1.5944797239861992,4.130846009908884,9.417040053650775,RBC,1
0.12830641532076603,3.4730061091598583,7.0830138447126,RBC,1
1.7563878193909694,4.347491142080235,6.915645749045163,RBC,1
1.6108805440272014,1.21319892832202,4.311698803999853,Platelet,0
1.1384569228461423,1.2903503674155925,4.648413918820329,Platelet,0
1.0767538376918846,3.456292907992556,9.835911207455188,RBC,1
0.18850942547127356,4.47674562295379,6.205863401188039,RBC,1
0.8710435521776089,1.4588191401719688,3.136696150970188,Platelet,0
1.6665833291664582,5.581132343302116,7.045049436771414,RBC,1
0.23401170058502924,0.6882423789025447,4.582909965094621,Platelet,0
0.6465323266163308,3.6930345576932155,7.4152113420141905,RBC,1
0.6251312565628281,5.417134634388402,7.210930437615068,RBC,1
0.28541427071353564,5.4498437214061735,7.490189815471684,RBC,1
0.6168308415420771,5.364868475876824,6.685051848946653,RBC,1
0.9163458172908645,3.692183374530363,9.005904818325984,RBC,1
0.16840842042102105,5.248965744535793,9.316456827477154,RBC,1
0.9952497624881244,1.1041247198658244,3.5846570614027518,Platelet,0
1.1026551327566378,1.2033135970113018,3.086926219315237,Platelet,0
0.04420221011050552,0.5851804574533186,3.3379742902445972,Platelet,0
1.8578928946447322,4.3892600488984215,8.616013978883108,RBC,1
1.9902995149757488,3.2393708215329036,9.546161786613105,RBC,1
0.23501175058752938,4.907029311334547,9.328403714856874,RBC,1
1.4319715985799288,0.8225335039861532,4.9906994409945105,Platelet,0
1.864893244662233,4.831747778246997,6.840385793068273,RBC,1
0.9585479273963697,4.016429048378852,6.362538804618246,RBC,1
1.2666633331666584,3.964215309908938,7.600242363521254,RBC,1
0.055502775138756934,3.220193762857164,6.855888992855316,RBC,1
0.680034001700085,4.745340102341456,7.77798955351994,RBC,1
0.07370368518425921,1.2948147597458153,3.7204360184156817,Platelet,0
1.1133556677833891,1.2708128036660118,3.1799454693503595,Platelet,0
0.7485374268713435,4.361001835376322,7.148916288299521,RBC,1
1.0368518425921296,1.174048452466006,3.4149984781755647,Platelet,0
1.6363818190909545,0.5966842138178557,3.9621398492423694,Platelet,0
1.6529826491324566,10.362343781608908,15.735197275391249,WBC,2
1.4044702235111755,3.5621264020439805,9.679689284702933,RBC,1
0.8775438771938596,0.7220133636374946,4.812665556022613,Platelet,0
1.1418570928546428,4.275767594510892,8.238037829493074,RBC,1
0.4729236461823091,5.401792785529237,6.618381755615655,RBC,1
1.9329966498324915,5.014788781752579,8.83964239071677,RBC,1
0.39171958597929896,5.008951382400875,9.314083168969136,RBC,1
0.535926796339817,0.6222305147522499,3.5308830781064557,Platelet,0
0.2751137556877844,5.3727802589356894,6.464302065452218,RBC,1
0.1808090404520226,4.468017000464706,6.302686262126269,RBC,1
1.9240962048102404,1.4605764365329366,4.980885146387372,Platelet,0
1.456072803640182,1.2181885265465782,3.6653876418532754,Platelet,0
0.896844842242112,4.00869198937352,8.169338586898395,RBC,1
1.0384519225961297,0.6774530576299695,3.9391570351537406,Platelet,0
0.6718335916795839,3.134418105687218,9.152486083019564,RBC,1
0.6453322666133307,3.627089182679132,7.81944921785811,RBC,1
1.4265713285664283,0.6984912275754716,3.491217735500732,Platelet,0
1.8531926596329815,5.047879787723854,8.019746214368901,RBC,1
1.6770838541927096,3.3538152587617773,8.089553597691552,RBC,1
1.28116405820291,3.2342434354737897,9.121248232203865,RBC,1
0.6897344867243362,0.577509009695226,4.938680020991375,Platelet,0
0.6264313215660783,1.2392563471704396,4.4052909779405125,Platelet,0
0.608230411520576,4.558597029333976,6.724743454521704,RBC,1
0.12250612530626531,0.8228960722154153,3.3113839618561167,Platelet,0
0.4592229611480574,5.97008876564281,9.584760520544087,RBC,1
0.6846342317115856,1.064547371680543,4.215711022734359,Platelet,0
1.0862543127156357,0.6979915842362658,4.131232349011649,Platelet,0
1.399169958497925,1.0125383426656414,3.023556487650354,Platelet,0
1.792389619480974,4.3433957741973295,8.921069906692036,RBC,1
0.5028251412570628,0.7594473233964378,4.289755983772482,Platelet,0
0.8947447372368618,4.7709303860475245,7.012309094736723,RBC,1
1.7661883094154707,4.750610818760231,6.693120182208746,RBC,1
1.176558827941397,4.780113838415941,7.53771069127985,RBC,1
0.5497274863743187,1.094535039575085,3.2087193400515757,Platelet,0
1.9077953897694884,3.028260983066375,9.40633099705377,RBC,1
1.4351717585879293,4.7153879328636785,6.483832644314107,RBC,1
1.625081254062703,4.503112425478117,6.827975911265295,RBC,1
0.9052452622631131,0.9951278065484898,3.0236544026578005,Platelet,0
1.665383269163458,5.838673117299933,8.834901740037227,RBC,1
1.91929596479824,5.814009694192709,6.150332078900593,RBC,1
0.24391219560978047,1.0523413904236087,3.552922567929997,Platelet,0
0.47492374618730937,0.7957205651285246,3.741419012028709,Platelet,0
1.216660833041652,8.66322539709404,13.23619249862432,WBC,2
0.7569378468923446,4.238918879056022,8.67740818257137,RBC,1
1.1472573628681433,8.477599862241723,15.573318104076131,WBC,2
1.817290864543227,0.5290309612909978,4.102836255500876,Platelet,0
0.2569128456422821,3.4961763798693513,9.393903558867216,RBC,1
1.4319715985799288,3.0215799327289137,7.95167776445494,RBC,1
1.2626631331566578,1.2397833799270312,3.1725136198865274,Platelet,0
1.007250362518126,3.597051751822633,9.430738882146125,RBC,1
0.5980299014950747,1.2685701787724795,3.930425052033404,Platelet,0
0.3106155307765388,5.066275630663575,8.608978090015379,RBC,1
1.0788539426971349,0.5970684629344029,3.1477918319815785,Platelet,0
0.8926446322316115,1.448970226391232,4.731204366275551,Platelet,0
0.9579478973948697,0.6045022730519427,4.253878378182711,Platelet,0
1.000350017500875,5.178805102538688,9.212701776376717,RBC,1
1.7344867243362168,5.569444815756202,9.579398104445463,RBC,1
1.7395869793489673,0.7694071203651369,3.9804739787315726,Platelet,0
0.7732386619330966,5.9516963140980605,7.015020455974424,RBC,1
1.3635681784089204,4.808252045576163,7.874798092405046,RBC,1
0.8782439121956097,4.524206750209229,6.733342021012742,RBC,1
1.2190609530476524,5.480722558850417,6.661776559585121,RBC,1
0.7342367118355918,1.3039049649062733,4.240829321603382,Platelet,0
0.520226011300565,1.0109807994528697,4.773349360936786,Platelet,0
1.4042702135106755,4.81698247511322,8.659810612702302,RBC,1
1.7249862493124655,5.2348852639742365,8.014922289268362,RBC,1
0.028201410070503523,3.541874207783864,6.228246720732211,RBC,1
0.22991149557477872,1.031688851390832,4.228078995357746,Platelet,0
0.8813440672033601,1.3216817386813562,3.1867739515205757,Platelet,0
